"frequency"	"source_form"	"diac"	"msa"	"stem"	"proclitic"	"enclitic"	"num"	"gen"	"en_gloss"	"fr_gloss"	"token_id"	"sentence_id"
"3"	"تاكلي"	"تأكلي"	"أَكَلَ"	"أكل/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"eat,consume"	"manger,consommer"	"14852"	"695"
"3"	"بسيف"	"بسيف"	"غَصْبًا"	"سيف/NOUN_CONCRETE"	"b/PREP"	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"usurpation"	"usurpation"	"3568"	"203"
"3"	"حطيته"	"حطيته"	"وضعَ"	"حطي/PV"	""	"ت/PV SUFF_SUBJ :1S+ه/POSS_PRON"	"na"	"na"	"put,place"	"mettre,placer"	"717"	"39"
"3"	"تا"	"نَ"	"نَ"	"نْ"	"no"	"نْ"	"na"	"na"	""	"na"	"563"	"32"
"3"	"بيناتنا"	"بيناتنا"	"بَيْنَنَا"	"بي/PREP"	""	"نا/POSS_PRON+ت/NSUFF_FEM_SG+نا/POSS_PRON"	"na"	"na"	"between_us"	"entre_nous"	"18375"	"851"
"3"	"جيتي"	"جيتي"	"جَاءَ"	"جي/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"come"	"venir"	"17407"	"804"
"3"	"بيع"	"بيع"	"بَيْع"	"بيع/GERUND"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	"sale"	"vente"	"17014"	"790"
"3"	"جيناكم"	"جيناكم"	"جَاء"	"جي/PV"	""	"نا/PV SUFF_SUBJ :1P+كم/PVSUFF_DO:2MP"	"na"	"na"	"come"	"venir"	"6028"	"318"
"3"	"حاسب"	"حاسب"	"ظَنَّ"	"حاسب/NOUN_ACTIVE_PART"	""	""	"na"	"na"	"think"	"penser"	"14420"	"680"
"3"	"حباب"	"حباب"	"أحْبَاب"	"حباب/NOUN_CONCRETE"	""	""	"sp"	"m"	"dearest"	"les_plus_cher"	"8896"	"417"
"3"	"حبات"	"حبات"	"حَبَّات"	"حب/NOUN_CONCRETE"	""	"ات/NSUFF_FEM_PL"	"sp"	"f"	"pieces"	"pièces"	"7434"	"366"
"3"	"حبس"	"حبس"	"السِجْن"	"حبس/NOUN_TIME_PLACE"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"jail"	"prison"	"1995"	"94"
"3"	"حرب"	"حرب"	"حَرْب"	"حرب/GERUND"	""	"(null)/CASE_DEF_GEN"	"s"	"f"	"war"	"guerre"	"23387"	"1079"
"3"	"بورس"	"بورس"	"مِنْحَةدراسية"	"بورس/FOREIGN"	""	""	"na"	"na"	"scholarship"	"Bourse_d'études"	"3945"	"218"
"3"	"حزب"	"حزب"	"حِزْب"	"حزب/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	"party"	"groupe"	"2056"	"95"
"3"	"بنيه"	"بنيه"	"بُنَيَّة"	"بني/NOUN_DIMINUTIVE"	""	"ه/NSUFF_FEM_SG"	"s"	"f"	"daughter"	"fille"	"12448"	"612"
"3"	"حط"	"حط"	"وَضَع"	"حط/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"put"	"poser"	"20019"	"913"
"3"	"بنتها"	"بنتها"	"بَنت"	"بنت/NOUN_ABSTRACT"	""	"ها/POSS_PRON"	"s"	"f"	"her_daughter"	"sa_fille"	"13849"	"660"
"3"	"حقهم"	"حقهم"	"حَقّ"	"حق/GERUND"	""	"(null)/CASE_DEF_GEN+هم/POSS_PRON"	"s"	"m"	"truth,right"	"vérité,droit"	"4435"	"239"
"3"	"الباراج"	"الباراج"	"حَاجز"	"باراج/FOREIGN"	"Al/DET"	""	"s"	"m"	""	"roadblock"	"1315"	"66"
"3"	"تغلي"	"تغلي"	"غَلَى"	"غلي/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"boil"	"bouillir"	"7666"	"373"
"3"	"أحنا"	"أحنا"	"نَحْنُ"	"أحنا/PRON"	""	""	"sp"	"m"	""	"we,_us"	"24114"	"1103"
"3"	"استاد"	"أستاذ"	"أُسْتَاذ"	"أستاذ/FOREIGN"	""	"(null)/CASE_DEF_NOM"	"s"	"m"	"professor"	"professeur"	"16850"	"783"
"3"	"ألوغ"	"ألوغ"	"إذن"	"ألوغ/FOREIGN"	""	""	"na"	"na"	""	"so"	"11727"	"586"
"3"	"رواح"	"رواح"	"تَعَالي"	"رواح/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	""	"come"	"1408"	"70"
"3"	"سروال"	"سروال"	"سروال"	"سروال/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"trouser"	"pantalon"	"2720"	"148"
"3"	"سمعي"	"سمعي"	"سَمِع"	"سمع/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"listen"	"ecoute"	"9151"	"424"
"3"	"رب"	"رب"	"رَبّ"	"رب/NOUN_ABSTRACT"	""	""	"s"	"m"	"God"	"Dieu"	"15239"	"710"
"3"	"زيتون"	"زيتون"	"زَيْتُون"	"زيتون/NOUN_CONCRETE"	""	""	"cp"	"m"	"olives"	"Olives"	"11219"	"564"
"3"	"أه"	"أه"	"أه"	"أه/INTERJ"	""	""	"na"	"na"	""	"Ah_,_oh"	"22716"	"1055"
"3"	"ربطة"	"ربطة"	"رَبْطَة"	"ربط/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"na"	"na"	"bundle"	"paquet"	"7682"	"374"
"3"	"اقسم"	"اقسم"	"اقَسَم"	"اقسم/IV"	""	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"swear"	"jure"	"18083"	"834"
"3"	"ارجى"	"ارجى"	"انتظر"	"ارجى/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	""	"await"	"997"	"51"
"3"	"سامط"	"سامط"	"مُزْعِج"	"سامط/ADJ_QUALIT"	""	""	"s"	"m"	"annoying"	"ennuyeux"	"2980"	"164"
"3"	"اسمك"	"اسمك"	"اسمك"	"اسم/NOUN_ABSTRACT"	""	"ك/POSS_PRON"	"s"	"m"	"your_name"	"votre_nom"	"618"	"35"
"3"	"أودي"	"أودي"	"حسنا"	"أودي/INTERJ"	""	""	"na"	"na"	"well"	"bon"	"1544"	"75"
"3"	"رحبا"	"رحب"	"رَحْب"	"رحب/ADJ_QUALIT"	""	""	"s"	"m"	"together"	"ensemble"	"7963"	"385"
"3"	"اريي"	"اريي"	"اَسْرِع"	"اريي/FOREIGN"	""	""	"na"	"na"	"to_hurry"	"se_dépêcher"	"26666"	"1199"
"3"	"رزق"	"رزق"	"رِزْق"	"رزق/GERUND"	""	""	"s"	"m"	"Livelihood"	"moyens_de_subsistance"	"3056"	"173"
"3"	"روحو"	"روحو"	"نَفْسَه"	"روح/NOUN_ABSTRACT"	""	"و/POSS_PRON"	"s"	"f"	"himself"	"Lui-même"	"9854"	"472"
"3"	"اسبانيول"	"اسبانيول"	"الإِسْبَانِيين"	"اسبانيول/FOREIGN"	""	""	"sp"	"m"	"spanish"	"espagnol"	"25789"	"1169"
"3"	"سلكني"	"سلكني"	"أنْقَدْ"	"سلك/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ني/CVSUFF_DO :1S"	"na"	"na"	"rescued"	"sauvé"	"1799"	"86"
"3"	"احسن"	"أحسن"	"أَحْسَن"	"أحسن/ADJ_COMP"	""	""	"s"	"m"	"best"	"meilleur(e)"	"11150"	"561"
"3"	"زعفان"	"زعفان"	"مُنْزَعِجبِشِدَّة"	"زعفان/ADJ_QUALIT"	""	""	"s"	"m"	"very_annoyed"	"très_énervé"	"11174"	"562"
"3"	"أبيي"	"أبيي"	"مشيعلىالأقدام"	"أبيي/FOREIGN"	""	""	"na"	"na"	""	"on_foot"	"184"	"13"
"3"	"رفدتها"	"رفدتها"	"رَفَدَ"	"رفد/PV"	""	"ت/PVSUFF_SUBJ:1S+ها/PVSUFF_DO:3FS"	"na"	"na"	""	"support;uphold;_carry"	"151"	"10"
"3"	"أنواع"	"أنواع"	"نَوْع"	"أنواع/NOUN_ABSTRACT"	""	""	"bp"	"m"	""	"types;kinds;forms"	"15697"	"731"
"3"	"ساكنين"	"ساكنين"	"ساكِن"	"ساكن/NOUN_ACTIVE_PART"	""	"ين/NSUFF_MASC_PL_NOM"	"sp"	"m"	"residing"	"résidant"	"17845"	"823"
"3"	"أني"	"أني"	"إِنَّ"	"أن/PRESENT_PART"	""	"ي/PRON_1S"	"na"	"na"	"i_am"	"je_suis"	"415"	"25"
"3"	"سبور"	"سبور"	"الرِيَاضَة"	"سبور/FOREIGN"	""	""	"na"	"na"	"sport"	"sport"	"10523"	"533"
"3"	"رواحنا"	"رواحنا"	"رُوح"	"رواح/NOUN_ABSTRACT"	""	"نا/POSS_PRON"	"sp"	"m"	"ourselves"	"nous-mêmes"	"23352"	"1077"
"3"	"سمعوا"	"سمعوا"	"سَمِع"	"سمع/PV"	""	"وا/PVSUFF_SUBJ:3MP"	"na"	"na"	"hear"	"entendre"	"663"	"37"
"2"	"تارم"	"تارم"	"مُصْطَلَح"	"تارم/FOREIGN"	""	""	"na"	"na"	"term"	"terme"	"25919"	"1173"
"2"	"نخدموا"	"نخدموا"	"أَعْمَل"	"خدم/IV"	"n/IV1P"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"work"	"travail"	"5348"	"275"
"2"	"نحكيلك"	"نحكي_لك"	"حَكَى"	"حكي/IV"	"n/IV1S"	"ي/IVSUFF_SUBJ:1S+ل/PREP+ك/POSS_PRON_2MS"	"na"	"na"	""	"report,tell;_raconte"	"29"	"3"
"2"	"بين"	"بين"	"بَيْنَ"	"بين/GERUND"	""	""	"na"	"na"	"between"	"entre"	"6197"	"325"
"2"	"تاغ"	"تاغ"	"تاغ"	"تاغ/FOREIGN"	""	""	"s"	"m"	"tag"	"tag"	"11032"	"554"
"2"	"نحلك"	"نحلك"	"حَلّ"	"حل/IV"	"n/IV1S"	"ك/IVSUFF_SUBJ : 2MS"	"na"	"na"	"open,make_way"	"ouvrir,_faire_place"	"1003"	"51"
"2"	"تابعين"	"تابعين"	"تَابِع"	"تابع/NOUN_ACTIVE_PART"	""	"ين/NSUFF_MASC_PL_NOM"	"sp"	"m"	"subordinate"	"subordonné"	"26176"	"1183"
"2"	"يقصر"	"يقصر"	"قَضَاءالوَقْت"	"قصر/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"joking"	"rigoler"	"6559"	"338"
"2"	"بينا"	"بينا"	"بِنَا"	"بي/PREP"	""	"نا/POSS_PRON"	"na"	"na"	"with_us"	"avec_nous"	"12731"	"624"
"2"	"نخبرك"	"نخبرك"	"خَبَّرَ"	"خبر/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS"	"na"	"na"	"tell"	"dire"	"23733"	"1090"
"2"	"ألي"	"ألي"	"ذَهَاب"	"ألي/FOREIGN"	""	""	"na"	"na"	"goings"	"Aller"	"12123"	"600"
"2"	"نخطبو"	"نخطبو"	"خَطَبَ"	"خطب/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:1P"	"na"	"na"	"to_propose"	"demander_en_mariage"	"6033"	"318"
"2"	"نخطبلك"	"نخطبلك"	"خَطَبَ"	"خطب/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ل/PREP+ك/POSS_PRON"	"na"	"na"	"to_propose"	"demander_en_mariage"	"6009"	"316"
"2"	"نخسر"	"يخسر"	"خَسِرَ"	"خسر/IV"	"y/IMPERF_PREF"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"Spoil"	"Gâcher"	"12927"	"630"
"2"	"يقلع"	"يقلع"	"أقْلَع"	"قلع/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"start_out"	"démarrer"	"4529"	"243"
"2"	"تاخد"	"تاخد"	"تَاْخُد"	"اخد/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"take"	"prend"	"20137"	"917"
"2"	"يحلو"	"يحلو"	"فَتَح"	"حل/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"open"	"ouvrir"	"7273"	"361"
"2"	"تبدل"	"تبدل"	"تَبَدَّل"	"بدل/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"change"	"changer"	"11468"	"575"
"2"	"نحكم"	"نحكم"	"يُمْسِك"	"حكم/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"hold"	"tenir"	"9127"	"424"
"2"	"تخطبني"	"تخطبني"	"خَطَب"	"خطب/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ني/IVSUFF_DO: 1S"	"na"	"na"	"proposed_to_marriage"	"proposé_au_mariage"	"18413"	"852"
"2"	"يقولي"	"يقول"	"قَالَ"	"قول/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"s"	"m"	"say"	"dire"	"2828"	"152"
"2"	"تحزن"	"تحزن"	"حَزِنَ"	"حزن/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"sorrow"	"tristesse"	"29448"	"1301"
"2"	"تحته"	"تحته"	"تَحْتَه"	"تحت/ADV"	""	"ه/POSS_PRON"	"s"	"m"	"under"	"en_dessous_de"	"4515"	"243"
"2"	"نتقهوا"	"نتقهوا"	"احْتَسى"	"تقه/IV"	"n/IV1P"	"وا/IVSUFF_SUBJ:1P"	"na"	"na"	""	"have_coffee;_prend_café"	"53"	"4"
"2"	"نتكلو"	"نتكلو"	"تَوَكَّل"	"تكل/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:1P"	"na"	"na"	"entrust"	"confier"	"17132"	"794"
"2"	"أكسيدون"	"أكسيدون"	"حَادِث"	"أكسيدون/FOREIGN"	""	""	"s"	"m"	""	"accident"	"1540"	"75"
"2"	"تجيبش"	"تجيبش"	"جَلبَ"	"جيب/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"na"	"na"	"bring"	"apporter"	"469"	"29"
"2"	"نتمشو"	"نتمشو"	"يَمشِي"	"تمش/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"walk"	"marcher"	"8398"	"401"
"2"	"تجري"	"تجري"	"يَجْرِي"	"جري/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"be_carried"	"être_porté"	"5918"	"311"
"2"	"نتيري"	"نتيري"	"أَطْلَقَ"	"نتيري/FOREIGN"	""	""	"na"	"na"	"fire"	"tirer"	"22737"	"1056"
"2"	"تتزعبل"	"تتزعبل"	"تَتَزَعْبَل"	"تزعبل/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"falter"	"vaciller"	"12428"	"612"
"2"	"نجري"	"نجري"	"جَرَى"	"جري/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"run"	"courir"	"9096"	"422"
"2"	"تاكلونا"	"تأكلونا"	"أَكَلَ"	"أكل/IV"	"t/IV2MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+نا/IVSUFF_DO:1P"	"na"	"na"	"eat,consume"	"manger,consommer"	"23363"	"1078"
"2"	"تتبدل"	"تتبدل"	"تَتبَدَّل"	"تبدل/PV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"change"	"changer"	"11814"	"588"
"2"	"يقولوله"	"يقولوله"	"قَالَ"	"قول/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ل/PREP+ه/POSS_PRON"	"na"	"na"	"say,tell"	"dire"	"26420"	"1192"
"2"	"نجموش"	"نجموش"	"يَقْدِر"	"نجم/PV"	""	"و/PV SUFF_SUBJ :1P+ش/NEG_PART"	"na"	"na"	"can"	"pouvez"	"27433"	"1220"
"2"	"تبقى"	"تبقى"	"بَقِيَ"	"بقى/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"remain"	"rester"	"3598"	"204"
"2"	"تبغيها"	"تبغيها"	"بَغَى"	"بغي/IV"	"t/IV2FS"	"(null)/IVSUFF_SUBJ:2FS+ها/IVSUFF_DO:3FS"	"na"	"na"	"want"	"vouloir"	"7840"	"381"
"2"	"نجيبهالك"	"نجيبهالك"	"أَحَضَرَ"	"جيب/IV"	"n/IV1S"	"(null)/IVSUFF_MOOD:I+ها/IVSUFF_DO:3FS+ل/PREP+ك/POSS_PRON"	"na"	"na"	"brought"	"amené"	"17889"	"826"
"2"	"تبعوني"	"تبعوني"	"اِتَبَعَ"	"تبع/CV"	""	"و/CVSUFF_SUBJ:2MP+ني/CVSUFF_DO :1S"	"na"	"na"	"follow"	"suivre"	"22039"	"1022"
"2"	"تبعو"	"تبعو"	"تَابِع"	"تبع/CV"	""	"و/CVSUFF_SUBJ:2MP"	"na"	"na"	"follow"	"suivre"	"13384"	"644"
"2"	"تبدلي"	"تبدلي"	"تَبَدَّلي"	"بدل/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS +ي/IVSUFF_DO: 1S"	"na"	"na"	"change"	"changer"	"4127"	"226"
"2"	"نحبسو"	"نحبسو"	"تَوَقَف"	"حبس/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	""	"arrêter_;x;stop"	"11669"	"583"
"2"	"ألاف"	"آلاف"	"أَلْف"	"آلاف/NOUN_NUM"	""	"(null)/CASE_DEF_GEN"	"bp"	"m"	"Thousands"	"Milliers"	"28715"	"1270"
"2"	"نخلوها"	"نخلوها"	"تَرَك"	"خل/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ها/IVSUFF_DO:3FS"	"na"	"na"	"leave"	"laisser"	"7753"	"376"
"2"	"يقولهم"	"يقولهم"	"قَال"	"قول/IV"	"y/IV3MP"	"(null)/IVSUFF_SUBJ: 3MS +هم/IVSUFF_DO:3MP"	"na"	"na"	"say,tell"	"dire"	"27117"	"1213"
"2"	"ألمون"	"ألمون"	"أَلْمَانِي"	"ألمون/FOREIGN"	""	""	"na"	"na"	"German"	"Allemand"	"25795"	"1169"
"2"	"نجمع"	"نجمع"	"جَلَسَ"	"جمع/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"Sit"	"Asseoir"	"28220"	"1247"
"2"	"نخلي"	"نخلي"	"خَلَّى"	"خلي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"let"	"laisser"	"16121"	"754"
"2"	"ندريلك"	"ندرلك"	"فَعَل"	"در/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ل/PREP+ك/POSS_PRON"	"na"	"na"	"do"	"faire"	"19891"	"908"
"2"	"بيعو"	"بيعو"	"بَاعَ"	"بيع/CV"	""	"(null)/CVSUFF_SUBJ :2MS +و/CVSUFF_DO :3MS"	"na"	"na"	"sell"	"vendre"	"9924"	"486"
"2"	"نسقسي"	"نسقسي"	"سَأَلَ"	"سقسي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"ask,inquire"	"se_renseigner"	"2822"	"152"
"2"	"بوحد"	"بوحد"	"واحِد"	"وحد/NOUN"	"b/PREP"	""	"s"	"m"	"one"	"un"	"8348"	"400"
"2"	"بوالو"	"بوالو"	"لاشيء"	"والو/NOUN"	"b/PREP"	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"nothing"	"rien"	"18485"	"855"
"2"	"نسموه"	"نسموه"	"سَمَّى"	"سم/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ه/IVSUFF_DO:3MS"	"na"	"na"	"name"	"nommer"	"1205"	"61"
"2"	"بوات"	"بوات"	"عُلبة"	"بوات/NON_ARABIC"	""	""	"s"	"m"	""	"box"	"714"	"39"
"2"	"نسيتي"	"نسيتي"	"نَسِيَ"	"نسي/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"forget"	"oublier"	"17411"	"804"
"2"	"بهلول"	"بهلول"	"مَعْتُوه"	"بهلول/ADJ_QUALIT"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"loony"	"cinglé"	"2386"	"113"
"2"	"نشاور"	"نشاور"	"شَاوَرَ"	"شاور/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"consult"	"Consulter"	"21162"	"973"
"2"	"بهاد"	"بهاد"	"هذه"	"هاد/DEM_PRON_FS"	"b/PREP"	"(null)/CASE_INDEF_GEN"	"s"	"m"	"this"	"ce"	"14859"	"695"
"2"	"به"	"به"	"بِه"	"ب/PREP"	""	"ه/PRON_3MS"	"na"	"na"	""	"avec,_par_lui_with;by,it"	"19907"	"909"
"2"	"نشري"	"نشري"	"اشْتَريت"	"شر/IV"	"n/IV1S"	"ي/IVSUFF_SUBJ:1S"	"na"	"na"	"buy"	"acheter"	"2737"	"148"
"2"	"نشعل"	"نشعل"	"يَشْعل"	"شعل/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"ignite"	"enflammer"	"21255"	"978"
"2"	"يفتو"	"يفتو"	"أفتى"	"فت/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"fatwas_(advisory_opinion)"	"fatwas_(avis_consultatifs)"	"9308"	"428"
"2"	"بوربو"	"بوربو"	"أخطبوط"	"بوربو/FOREIGN"	""	""	"s"	"m"	"octopus"	"poulpe"	"14349"	"678"
"2"	"نشوفه"	"نشوفه"	"رَأَى"	"شوف/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ه/IVSUFF_DO:3MS"	"na"	"na"	"see"	"voir"	"5280"	"273"
"2"	"نشوفوا"	"نشوفوا"	"رَأَى"	"شوف/IV"	"n/IV1P"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"see"	"voir"	"4689"	"250"
"2"	"نصيده"	"نصيده"	"صَيَدَ"	"صيد/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ه/IVSUFF_DO:3MS"	"na"	"na"	"hunt"	"chasser"	"22425"	"1041"
"2"	"نصيدوا"	"نصيدوا"	"صَيَدَ"	"صيد/IV"	"n/IV1P"	"وا/IVSUFF_SUBJ:1P"	"na"	"na"	"hunt"	"chasser"	"24008"	"1100"
"2"	"نطرطق"	"نطرطق"	"طَرْطَقَ"	"طرطق/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"burst"	"éclater"	"2668"	"145"
"2"	"يفتح"	"يفتح"	"قِرَاءةالفَاتِحة"	"فتح/IV"	"y/IMPERF_PREF"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"reading_el_fatiha_(soura_from_holy_quran)"	"lire_el_fatiha_(_soura_du_coran)"	"8920"	"417"
"2"	"بنتنا"	"بنتنا"	"بَنتنا"	"بنت/NOUN_ABSTRACT"	""	"نا/POSS_PRON"	"s"	"f"	"daughter"	"fille"	"6098"	"320"
"2"	"بمشروع"	"بمشروع"	"مَشْرُوع"	"مشروع/NOUN_ABSTRACT"	"b/PREP"	""	"s"	"m"	"project"	"projet"	"5430"	"279"
"2"	"يعييك"	"يعييك"	"تَعَب"	"عيي/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ك/IVSUFF_DO:2MS"	"na"	"na"	"get_tired"	"se_fatigué"	"2447"	"120"
"2"	"بليلة"	"بليلة"	"لَيْلَة"	"ليل/ADV"	"b/PREP"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"s"	"f"	"night,_evening"	"nuit,_soirée"	"9879"	"478"
"2"	"نطيبو"	"نطيبو"	"يَطْبُخ"	"طيب/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"cook"	"cuisiner"	"13214"	"639"
"2"	"بلعاني"	"بلعاني"	"عَنقصد"	"عان/NOUN_ABSTRACT"	"b/PREP+l/DET"	"ي/POSS_PRON"	"s"	"m"	""	"on_purpose"	"768"	"42"
"2"	"بلادي"	"بلادي"	"بِلَاد"	"بلاد/NOUN_ABSTRACT"	""	"ي/POSS_PRON"	"s"	"m"	"country"	"pays"	"12008"	"596"
"2"	"بكينا"	"بكينا"	"بَكَى"	"بكي/PV"	""	"نا/PV SUFF_SUBJ :1P"	"na"	"na"	"cry"	"pleurer"	"10856"	"549"
"2"	"بنتهم"	"بنتهم"	"بَنتَهُم"	"بنت/NOUN_ABSTRACT"	""	"هم/POSS_PRON"	"s"	"f"	"daughter"	"fille"	"20790"	"959"
"2"	"نخليكم"	"نخليكم"	"أتْرُك"	"خلي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+كم/IVSUFF_DO :2MP"	"na"	"na"	"leave"	"laisser"	"7390"	"364"
"2"	"أمتلة"	"أمتلة"	"أمثِلَة"	"أمتل/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"sp"	"m"	"examples"	"examples"	"25962"	"1175"
"2"	"بورتون"	"بورتون"	"بالرغم"	"بورتون/FOREIGN"	""	""	"na"	"na"	"yet"	"pourtant"	"8610"	"408"
"2"	"ندبر"	"ندبر"	"دَبَّر"	"دبر/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"manage"	"gérer"	"18310"	"848"
"2"	"بيتوني"	"بيتوني"	"نَامَ"	"بيت/PV_PASS"	""	"و/PVSUFF_SUBJ:3MP+ني/PVSUFF_DO:1S"	"na"	"na"	""	"passer_la_nuit;x;_sleepover"	"24133"	"1103"
"2"	"نبيكي"	"نبيكي"	"هُبُوطبسُرعَة"	"نبيكي/FOREIGN"	""	""	"na"	"na"	"prick"	"Effectuer_un_piqué"	"28811"	"1272"
"2"	"أمانة"	"أمانة"	"أَمانَة"	"أمان/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"s"	"f"	"honesty"	"honnêteté"	"22531"	"1045"
